id,武将名,英字名,家名,生年,没年,出典,確認状況,シナリオ1550,シナリオ1560,シナリオ1568,シナリオ1574,シナリオ1578,シナリオ1582
ashikaga_yoshiuji,足利義氏,Ashikaga Yoshiuji,koga_ashikaga,,,未確認,未確認,?,?,?,?,?,?
sekido_ujimoto,関戸氏本,Sekido Ujimoto,koga_ashikaga,,,未確認,未確認,?,?,?,?,?,?
oowashi_kageyuki_k,大鷲景行,Oowashi Kageyuki,koga_ashikaga,,,未確認,未確認,?,?,?,?,?,?
sano_fusatsuna,佐野房綱,Sano Fusatsuna,sano,1558,1601,Wikidata / verified data,生没年確認,×,×,×,○,○,○
sano_mototsuna,佐野基綱,Sano Mototsuna,sano,,1238,Wikidata / verified data,一部確認,×,×,×,×,×,×
sano_narishige,佐野成繁,Sano Narishige,sano,,,未確認,未確認,?,?,?,?,?,?
sano_tsunetsuna,佐野綱綱,Sano Tsunetsuna,sano,,,未確認,未確認,?,?,?,?,?,?
sano_munetsuna,佐野宗綱,Sano Munetsuna,sano,1560,1585,Wikidata / verified data,生没年確認,×,×,×,○,○,○
daijo_harumasa,大乗政正,Daijo Harumasa,daijo,,,未確認,未確認,?,?,?,?,?,?
daijo_munekane,大乗宗兼,Daijo Munekane,daijo,,,未確認,未確認,?,?,?,?,?,?
daijo_noritsugu,大乗則次,Daijo Noritsugu,daijo,,,未確認,未確認,?,?,?,?,?,?
daijo_masatomo,大乗政朝,Daijo Masatomo,daijo,,,未確認,未確認,?,?,?,?,?,?
daijo_norimune,大乗則宗,Daijo Norimune,daijo,,,未確認,未確認,?,?,?,?,?,?
shiina_yasutane,椎名康胤,Shiina Yasutane,shiina,1505,1576,Wikidata / verified data,生没年確認,○,○,○,○,×,×
shiina_moritsune,椎名盛景,Shiina Moritsune,shiina,,,未確認,未確認,?,?,?,?,?,?
shiina_nagayuki,椎名長幸,Shiina Nagayuki,shiina,,,未確認,未確認,?,?,?,?,?,?
shiina_nagakane,椎名長兼,Shiina Nagakane,shiina,,,未確認,未確認,?,?,?,?,?,?
shiina_morihide,椎名盛秀,Shiina Morihide,shiina,,,未確認,未確認,?,?,?,?,?,?
horiuchi_ujiyoshi,堀内氏善,Horiuchi Ujiyoshi,horiuchi,1549,1609,Wikidata / verified data,生没年確認,×,×,○,○,○,○
horiuchi_ujimoto,堀内氏元,Horiuchi Ujimoto,horiuchi,,,未確認,未確認,?,?,?,?,?,?
horiuchi_ujishige,堀内氏重,Horiuchi Ujishige,horiuchi,,,未確認,未確認,?,?,?,?,?,?
horiuchi_ujinori,堀内氏則,Horiuchi Ujinori,horiuchi,,,未確認,未確認,?,?,?,?,?,?
horiuchi_ujifusa,堀内氏房,Horiuchi Ujifusa,horiuchi,,,未確認,未確認,?,?,?,?,?,?
kodera_masamoto_k,小寺政職,Kodera Masamoto,kodera,1529,1584,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kodera_yoshichika,小寺吉誓,Kodera Yoshichika,kodera,,,未確認,未確認,?,?,?,?,?,?
kodera_noriyuki,小寺則職,Kodera Noriyuki,kodera,1495,1576,Wikidata / verified data,生没年確認,○,○,○,○,×,×
kodera_masanori,小寺政規,Kodera Masanori,kodera,,,未確認,未確認,?,?,?,?,?,?
kodera_masahide_k,小寺政英,Kodera Masahide,kodera,,,未確認,未確認,?,?,?,?,?,?
miura_yoshioki,三浦義意,Miura Yoshioki,miura,1496,1516,Wikidata / verified data,生没年確認,×,×,×,×,×,×
miura_yoshimoto_m,三浦義元,Miura Yoshimoto,miura,,,未確認,未確認,?,?,?,?,?,?
miura_yoshikiyo,三浦義清,Miura Yoshikiyo,miura,,,未確認,未確認,?,?,?,?,?,?
miura_yoshifusa,三浦義房,Miura Yoshifusa,miura,,,未確認,未確認,?,?,?,?,?,?
miura_yoshinaga,三浦義永,Miura Yoshinaga,miura,,,未確認,未確認,?,?,?,?,?,?
mimura_iechika,三村家親,Mimura Iechika,mimura,1517,1566,Wikidata / verified data,生没年確認,○,○,×,×,×,×
mimura_motochika,三村元親,Mimura Motochika,mimura,1550,1575,Wikidata / verified data,生没年確認,×,×,○,○,×,×
mimura_chikanari,三村親成,Mimura Chikanari,mimura,1550,1609,Wikidata / verified data,生没年確認,×,×,○,○,○,○
mimura_narimoto,三村成俊,Mimura Narimoto,mimura,,,未確認,未確認,?,?,?,?,?,?
mimura_noritsugu,三村則嗣,Mimura Noritsugu,mimura,,,未確認,未確認,?,?,?,?,?,?
motoyama_shigetoyo,本山茂辰,Motoyama Shigetoyo,motoyama,1525,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
motoyama_chikamitsu,本山親茂,Motoyama Chikamitsu,motoyama,1545,1587,Wikidata / verified data,生没年確認,×,○,○,○,○,○
motoyama_shigetsugu,本山茂朝,Motoyama Shigetsugu,motoyama,,,未確認,未確認,?,?,?,?,?,?
motoyama_shigeyoshi,本山茂義,Motoyama Shigeyoshi,motoyama,,,未確認,未確認,?,?,?,?,?,?
motoyama_shigehide,本山茂秀,Motoyama Shigehide,motoyama,,,未確認,未確認,?,?,?,?,?,?
saionji_kinhiro,西園寺公広,Saionji Kinhiro,saionji,1537,1588,Wikidata / verified data,生没年確認,○,○,○,○,○,○
saionji_kinetada,西園寺公就,Saionji Kinetada,saionji,,,未確認,未確認,?,?,?,?,?,?
saionji_kinroku,西園寺公哉,Saionji Kinroku,saionji,,,未確認,未確認,?,?,?,?,?,?
saionji_kinsane,西園寺公実,Saionji Kinsane,saionji,,,未確認,未確認,?,?,?,?,?,?
saionji_kimura,西園寺公村,Saionji Kimura,saionji,,,未確認,未確認,?,?,?,?,?,?
arima_harunobu,有馬晴信,Arima Harunobu,arima,1567,1612,Wikidata / verified data,生没年確認,×,×,×,×,×,○
arima_yoshisada,有馬義貞,Arima Yoshisada,arima,1521,1577,Wikidata / verified data,生没年確認,○,○,○,○,×,×
arima_yoshinobu_a,有馬義宣,Arima Yoshinobu,arima,,,未確認,未確認,?,?,?,?,?,?
arima_masazumi,有馬正純,Arima Masazumi,arima,,,未確認,未確認,?,?,?,?,?,?
arima_mitsuhide_a,有馬光秀,Arima Mitsuhide,arima,,,未確認,未確認,?,?,?,?,?,?
omura_sumitada,大村純忠,Omura Sumitada,omura,1533,1587,Wikidata / verified data,生没年確認,○,○,○,○,○,○
omura_yoshiaki_o,大村喜前,Omura Yoshiaki,omura,1569,1616,Wikidata / verified data,生没年確認,×,×,×,×,×,○
omura_mitsunori,大村光則,Omura Mitsunori,omura,,,未確認,未確認,?,?,?,?,?,?
omura_yorichika,大村頼親,Omura Yorichika,omura,,,未確認,未確認,?,?,?,?,?,?
omura_sumiyoshi,大村純美,Omura Sumiyoshi,omura,,,未確認,未確認,?,?,?,?,?,?
kamachi_akimori,蒲池鑑盛,Kamachi Akimori,kamachi,1520,1578,Wikidata / verified data,生没年確認,○,○,○,○,○,×
kamachi_shigenori,蒲池宗盛,Kamachi Shigenori,kamachi,,,未確認,未確認,?,?,?,?,?,?
kamachi_norinobu,蒲池則信,Kamachi Norinobu,kamachi,,,未確認,未確認,?,?,?,?,?,?
kamachi_shigemori,蒲池重盛,Kamachi Shigemori,kamachi,,,未確認,未確認,?,?,?,?,?,?
kamachi_morimasa,蒲池盛雅,Kamachi Morimasa,kamachi,,,未確認,未確認,?,?,?,?,?,?
kikuchi_yoshimune,菊池義武,Kikuchi Yoshimune,kikuchi,1505,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
kikuchi_yoshitaka_k,菊池義高,Kikuchi Yoshitaka,kikuchi,,,未確認,未確認,?,?,?,?,?,?
kikuchi_yoshinori_k,菊池義教,Kikuchi Yoshinori,kikuchi,,,未確認,未確認,?,?,?,?,?,?
kikuchi_yoshichika,菊池義親,Kikuchi Yoshichika,kikuchi,,,未確認,未確認,?,?,?,?,?,?
kikuchi_noriyuki,菊池則幸,Kikuchi Noriyuki,kikuchi,,,未確認,未確認,?,?,?,?,?,?
aso_koremitsu,阿蘇惟光,Aso Koremitsu,aso,1581,1593,Wikidata / verified data,生没年確認,×,×,×,×,×,×
aso_koretaka,阿蘇惟孝,Aso Koretaka,aso,,,未確認,未確認,?,?,?,?,?,?
aso_korenobu,阿蘇惟宣,Aso Korenobu,aso,,,未確認,未確認,?,?,?,?,?,?
aso_koretsugu,阿蘇惟次,Aso Koretsugu,aso,,,未確認,未確認,?,?,?,?,?,?
aso_koremoto,阿蘇惟元,Aso Koremoto,aso,,,未確認,未確認,?,?,?,?,?,?
ito_yoshisuke,伊東義祐,Ito Yoshisuke,ito,1512,1585,Wikidata / verified data,生没年確認,○,○,○,○,○,○
ito_suketaka,伊東祐能,Ito Suketaka,ito,,,未確認,未確認,?,?,?,?,?,?
ito_sukenaga,伊東祐長,Ito Sukenaga,ito,,,未確認,未確認,?,?,?,?,?,?
ito_yukimori,伊東行盛,Ito Yukimori,ito,,,未確認,未確認,?,?,?,?,?,?
ito_koresuke,伊東是祐,Ito Koresuke,ito,,,未確認,未確認,?,?,?,?,?,?
imai_sokyu,今井宗久,Imai Sokyu,,1520,1593,Wikidata / verified data,生没年確認,○,○,○,○,○,○
shimai_soshitsu,島井宗室,Shimai Soshitsu,,1539,1615,Wikidata / verified data,生没年確認,×,○,○,○,○,○
kamiya_sotan,神屋宗湛,Kamiya Sotan,,1551,1635,Wikidata / verified data,生没年確認,×,×,○,○,○,○
tsuda_sogyu,津田宗及,Tsuda Sogyu,,1550,1591,Wikidata / verified data,生没年確認,×,×,○,○,○,○
chaya_shirojiro,茶屋四郎次郎,Chaya Shirojiro,,,,未確認,未確認,?,?,?,?,?,?
tsukahara_bokuden,塚原卜伝,Tsukahara Bokuden,,1489,1571,Wikidata / verified data,生没年確認,○,○,○,×,×,×
ito_ittosai,伊東一刀斎,Ito Ittosai,,1560,1653,Wikidata / verified data,生没年確認,×,×,×,○,○,○
yagyu_munenori,柳生宗厳,Yagyu Munetoshi,,1527,1606,Wikidata / verified data,生没年確認,○,○,○,○,○,○
miyamoto_musashi,宮本武蔵,Miyamoto Musashi,,1584,1645,Wikidata / verified data,生没年確認,×,×,×,×,×,×
katayama_hoki,片山伯耆守,Katayama Hoki,,,,未確認,未確認,?,?,?,?,?,?
sen_no_rikyu,千利休,Sen no Rikyu,,1522,1591,Wikidata / verified data,生没年確認,○,○,○,○,○,○
furuta_oribe,古田織部,Furuta Oribe,,,,未確認,未確認,?,?,?,?,?,?
yamanoue_soji,山上宗二,Yamanoue Soji,,1544,1590,Wikidata / verified data,生没年確認,×,○,○,○,○,○
honami_koetsu,本阿弥光悦,Honami Koetsu,,1558,1637,Wikidata / verified data,生没年確認,×,×,×,○,○,○
oda_urakusai,織田有楽斎,Oda Urakusai,,,,未確認,未確認,?,?,?,?,?,?
kaikawa_shoki,快川紹喜,Kaikawa Shoki,,1500,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
tenshitsu_koiku,天室光育,Tenshitsu Koiku,,1470,1563,Wikidata / verified data,生没年確認,○,○,×,×,×,×
sakugen_shuryo,策彦周良,Sakugen Shuryo,,1501,1579,Wikidata / verified data,生没年確認,○,○,○,○,○,×
kosai_soetsu,虎哉宗乙,Kosai Soetsu,,1530,1611,Wikidata / verified data,生没年確認,○,○,○,○,○,○
nanka_genko,南化玄興,Nanka Genko,,1538,1604,Wikidata / verified data,生没年確認,×,○,○,○,○,○
fujibayashi_nagato,藤林長門守,Fujibayashi Nagato,,,,未確認,未確認,?,?,?,?,?,?
momochi_sandayu,百地三太夫,Momochi Sandayu,,,,未確認,未確認,?,?,?,?,?,?
kato_danzo,加藤段蔵,Kato Danzo,,1503,1569,Wikidata / verified data,生没年確認,○,○,○,×,×,×
mochizuki_chiyome,望月千代女,Mochizuki Chiyome,,,,未確認,未確認,?,?,?,?,?,?
ishikawa_goemon,石川五右衛門,Ishikawa Goemon,,1558,1594,Wikidata / verified data,生没年確認,×,×,×,○,○,○
murakami_motoyoshi,村上元吉,Murakami Motoyoshi,,1553,1600,Wikidata / verified data,生没年確認,×,×,○,○,○,○
matsuura_takanobu,松浦隆信,Matsuura Takanobu,,1529,1599,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kuki_yoshitaka,九鬼嘉隆,Kuki Yoshitaka,,1542,1600,Wikidata / verified data,生没年確認,×,○,○,○,○,○
obama_kagetaka,小浜景隆,Obama Kagetaka,,1540,1597,Wikidata / verified data,生没年確認,×,○,○,○,○,○
kai_soun,甲斐宗運,Kai Soun,,,,未確認,未確認,?,?,?,?,?,?
sagara_yoshihi,相良義陽,Sagara Yoshihi,,1544,1581,Wikidata / verified data,生没年確認,×,○,○,○,○,×
akaboshi_muneie,赤星統家,Akaboshi Muneie,,1530,1619,Wikidata / verified data,生没年確認,○,○,○,○,○,○
shimizu_muneharu,清水宗治,Shimizu Muneharu,,1537,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kushiro_katsutoshi,神代勝利,Kushiro Katsutoshi,,1511,1565,Wikidata / verified data,生没年確認,○,○,×,×,×,×
konoe_sakihisa,近衛前久,Konoe Sakihisa,,1536,1612,Wikidata / verified data,生没年確認,○,○,○,○,○,○
sanjonishi_sanetada,三条西実枝,Sanjonishi Sanetada,,1511,1579,Wikidata / verified data,生没年確認,○,○,○,○,○,×
yamashina_tokitsugu,山科言継,Yamashina Tokitsugu,,1507,1579,Wikidata / verified data,生没年確認,○,○,○,○,○,×
kajuji_harutoyo,勧修寺晴豊,Kajuji Harutoyo,,1544,1603,Wikidata / verified data,生没年確認,×,○,○,○,○,○
yoshida_kanemi,吉田兼見,Yoshida Kanemi,,1535,1610,Wikidata / verified data,生没年確認,○,○,○,○,○,○
tsugaru_tamenobu,津軽為信,Tsugaru Tamenobu,tsugaru,1550,1608,Wikidata / verified data,生没年確認,×,×,○,○,○,○
numata_sukemitsu,沼田祐光,Numata Sukemitsu,tsugaru,,1612,Wikidata / verified data,一部確認,?,?,?,?,?,?
kasai_chikanobu,葛西親信,Kasai Chikanobu,kasai,1513,1560,Wikidata / verified data,生没年確認,○,○,×,×,×,×
soma_morotane,相馬盛胤,Soma Morotane,soma,1476,1521,Wikidata / verified data,生没年確認,×,×,×,×,×,×
soma_takamitsu,相馬隆胤,Soma Takamitsu,soma,1551,1590,Wikidata / verified data,生没年確認,×,×,○,○,○,○
minato_suehide,湊季秀,Minato Suehide,ando,,,未確認,未確認,?,?,?,?,?,?
inawashiro_morikuni,猪苗代盛国,Inawashiro Morikuni,ashina,1536,,Wikidata / verified data,一部確認,○,○,○,○,○,○
kojima_motoshige,小島職鎮,Kojima Motoshige,jinbo,1450,,Wikidata / verified data,一部確認,○,○,○,○,○,○
miki_yoritsuna,三木自綱,Miki Yoritsuna,miki,,,未確認,未確認,?,?,?,?,?,?
daihoji_yoshimasu,大宝寺義増,Daihoji Yoshimasu,daihoji,1522,1581,Wikidata / verified data,生没年確認,○,○,○,○,○,×
tozenji_yoshinaga,東禅寺義長,Tozenji Yoshinaga,daihoji,1544,1588,Wikidata / verified data,生没年確認,×,○,○,○,○,○
ujiie_yoshitsugu,氏家吉継,Ujiie Yoshitsugu,osaki,,1591,Wikidata / verified data,一部確認,?,?,?,?,?,?
bessho_shigemune,別所重宗,Bessho Shigemune,bessho,1529,1591,Wikidata / verified data,生没年確認,○,○,○,○,○,○
doi_soshan,土居宗珊,Doi Soshan,ichijo,,,未確認,未確認,?,?,?,?,?,?
endo_yoshitaka,遠藤慶隆,Endo Yoshitaka,endo,1550,1632,Wikidata / verified data,生没年確認,×,×,○,○,○,○
tozawa_mitsumori,戸沢光盛,Tozawa Mitsumori,tozawa,1576,1592,Wikidata / verified data,生没年確認,×,×,×,×,×,×
waga_yoshitada,和賀義忠,Waga Yoshitada,waga,,,未確認,未確認,?,?,?,?,?,?
waga_muneyoshi,和賀宗義,Waga Muneyoshi,waga,,,未確認,未確認,?,?,?,?,?,?
hienuki_hirotada,稗貫広忠,Hienuki Hirotada,hienuki,,,未確認,未確認,?,?,?,?,?,?
hienuki_hironaga,稗貫広長,Hienuki Hironaga,hienuki,,,未確認,未確認,?,?,?,?,?,?
shiba_akinao,斯波詮直,Shiba Akinao,shiba,1548,,Wikidata / verified data,一部確認,×,×,○,○,○,○
shiba_tsunenao,斯波経詮,Shiba Tsunenao,shiba,,,未確認,未確認,?,?,?,?,?,?
yokose_narishige,横瀬成繁,Yokose Narishige,yokose,1450,1501,Wikidata / verified data,生没年確認,×,×,×,×,×,×
akai_teruko,赤井輝子,Akai Teruko,yokose,,,未確認,未確認,?,?,?,?,?,?
yuki_masakatsu,結城政勝,Yuki Masakatsu,yuki,1503,1559,Wikidata / verified data,生没年確認,○,×,×,×,×,×
yuki_harutomo,結城晴朝,Yuki Harutomo,yuki,1534,1614,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kashima_harutoki,鹿島晴時,Kashima Harutoki,kashima,,,未確認,未確認,?,?,?,?,?,?
shimazaki_shigetane,島崎重胤,Shimazaki Shigetane,kashima,,,未確認,未確認,?,?,?,?,?,?
nikaho_kiyoshige,仁賀保清重,Nikaho Kiyoshige,nikaho,,,未確認,未確認,?,?,?,?,?,?
nikaho_morishige,仁賀保盛重,Nikaho Morishige,nikaho,,,未確認,未確認,?,?,?,?,?,?
shibata_shigeie,新発田重家,Shibata Shigeie,shibata_echigo,1547,1587,Wikidata / verified data,生没年確認,×,○,○,○,○,○
shibata_nagatsugu,新発田長敦,Shibata Nagatsugu,shibata_echigo,1538,1580,Wikidata / verified data,生没年確認,×,○,○,○,○,×
honma_takatou,本間高統,Honma Takatou,honma,1551,1589,Wikidata / verified data,生没年確認,×,×,○,○,○,○
honma_noriyasu,本間憲安,Honma Noriyasu,honma,,,未確認,未確認,?,?,?,?,?,?
uchigashima_ujimasa,内ヶ島氏理,Uchigashima Ujimasa,uchigashima,,1586,Wikidata / verified data,一部確認,?,?,?,?,?,?
uchigashima_tsuneuji,内ヶ島経氏,Uchigashima Tsuneuji,uchigashima,,,未確認,未確認,?,?,?,?,?,?
tsuchihashi_morishige,土橋守重,Tsuchihashi Morishige,suzuki,1550,1582,Wikidata / verified data,生没年確認,×,×,○,○,○,○
akai_tadaie,赤井忠家,Akai Tadaie,akai,1549,1605,Wikidata / verified data,生没年確認,×,×,○,○,○,○
matsuura_shigenobu,松浦鎮信,Matsuura Shigenobu,matsuura,1549,1614,Wikidata / verified data,生没年確認,×,×,○,○,○,○
sagara_yoshiaki,相良義陽,Sagara Yoshiaki,sagara,1544,1581,Wikidata / verified data,生没年確認,×,○,○,○,○,×
fukami_nagatoshi,深水長智,Fukami Nagatoshi,sagara,1532,1590,Wikidata / verified data,生没年確認,○,○,○,○,○,○
date_shigezane,伊達成実,Date Shigezane,date,1568,1646,Wikidata / verified data,生没年確認,×,×,×,×,×,○
ujiie_morinao,氏家守棟,Ujiie Morinao,mogami,1534,,Wikidata / verified data,一部確認,○,○,○,○,○,○
ota_sukemasa,太田資正,Ota Sukemasa,satake,1522,1591,Wikidata / verified data,生没年確認,○,○,○,○,○,○
masaki_tokishige,正木時茂,Masaki Tokishige,satomi,1513,1561,Wikidata / verified data,生没年確認,○,○,×,×,×,×
toyama_yasumitsu,遠山康光,Toyama Yasumitsu,hojo,,1579,Wikidata / verified data,一部確認,?,?,?,?,?,×
irobe_katsunaga,色部勝長,Irobe Katsunaga,uesugi,1493,1569,Wikidata / verified data,生没年確認,○,○,○,×,×,×
asakura_kagetake,朝倉景健,Asakura Kagetake,asakura,1536,1575,Wikidata / verified data,生没年確認,○,○,○,○,×,×
shichiri_yorichika,七里頼周,Shichiri Yorichika,honganji,1517,1576,Wikidata / verified data,生没年確認,○,○,○,○,×,×
hara_toratane,原虎胤,Hara Toratane,takeda,1497,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
inaba_yoshimichi,稲葉良通,Inaba Yoshimichi,saito,1515,1589,Wikidata / verified data,生没年確認,○,○,○,○,○,○
sena_ujitoshi,瀬名氏俊,Sena Ujitoshi,imagawa,,,未確認,未確認,?,?,?,?,?,?
kawajiri_hidetaka,河尻秀隆,Kawajiri Hidetaka,oda,1527,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
shindo_katamori,進藤賢盛,Shindo Katamori,rokkaku,,,未確認,未確認,?,?,?,?,?,?
atagi_fuyuyasu,安宅冬康,Atagi Fuyuyasu,miyoshi,1528,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
amago_kunihisa,尼子国久,Amago Kunihisa,amago,1492,1554,Wikidata / verified data,生没年確認,○,×,×,×,×,×
kuchiba_michiyoshi,口羽通良,Kuchiba Michiyoshi,mori,1513,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kurushima_michifusa,来島通総,Kurushima Michifusa,kono,1562,1597,Wikidata / verified data,生没年確認,×,×,×,×,○,○
fukutome_chikamasa,福留親政,Fukutome Chikamasa,chosokabe,1511,1577,Wikidata / verified data,生没年確認,○,○,○,○,×,×
tawara_chikataka,田原親賢,Tawara Chikataka,otomo,,1600,Wikidata / verified data,一部確認,?,?,?,?,?,?
hyakutake_tomokane,百武賢兼,Hyakutake Tomokane,ryuzoji,1534,1584,Wikidata / verified data,生没年確認,○,○,○,○,○,○
uwai_kakuken,上井覚兼,Uwai Kakuken,shimazu,1545,1589,Wikidata / verified data,生没年確認,×,○,○,○,○,○
miyake_nagamori,三宅長盛,Miyake Nagamori,hatakeyama,1550,1582,Wikidata / verified data,生没年確認,×,×,○,○,○,○
araki_ujitsuna,荒木氏綱,Araki Ujitsuna,hatano,1550,,Wikidata / verified data,一部確認,×,×,○,○,○,○
tsuchida_yoshikiyo,土田義清,Tsuchida Yoshikiyo,oda_hitachi,,,未確認,未確認,?,?,?,?,?,?
shionoya_yoshitsuna,塩谷義綱,Shionoya Yoshitsuna,utsunomiya,1560,,Wikidata / verified data,一部確認,×,×,×,○,○,○
fujii_tomotada,藤井友忠,Fujii Tomotada,nagano,,,未確認,未確認,?,?,?,?,?,?
moriya_toshishige,守谷俊重,Moriya Toshishige,nikaido,,,未確認,未確認,?,?,?,?,?,?
inaba_michito,稲葉通任,Inaba Michito,isshiki,,,未確認,未確認,?,?,?,?,?,?
uragami_munekage,浦上宗景,Uragami Munekage,akamatsu,,,未確認,未確認,?,?,?,?,?,?
amenomori_kiyosada,雨森清貞,Amenomori Kiyosada,azai,,,未確認,未確認,?,?,?,?,?,?
katakura_kagetsuna,片倉景綱,Katakura Kagetsuna,date,1557,1615,Wikidata / verified data,生没年確認,×,×,×,○,○,○
rusu_masakage,留守政景,Rusu Masakage,date,1549,1607,Wikidata / verified data,生没年確認,×,×,○,○,○,○
shiroishi_munezane,白石宗実,Shiroishi Munezane,date,1553,1599,Wikidata / verified data,生没年確認,×,×,○,○,○,○
moniwa_tsunamoto,茂庭綱元,Moniwa Tsunamoto,date,1549,,Wikidata / verified data,一部確認,×,×,○,○,○,○
harada_munetoki,原田宗時,Harada Munetoki,date,1565,1593,Wikidata / verified data,生没年確認,×,×,×,×,○,○
endo_motonobu,遠藤基信,Endo Motonobu,date,1532,1585,Wikidata / verified data,生没年確認,○,○,○,○,○,○
kokubu_morishige,国分盛重,Kokubu Morishige,date,1553,1615,Wikidata / verified data,生没年確認,×,×,○,○,○,○
ishikawa_akimitsu,石川昭光,Ishikawa Akimitsu,date,1550,1622,Wikidata / verified data,生没年確認,×,×,○,○,○,○
watari_motomune,亘理元宗,Watari Motomune,date,1530,1594,Wikidata / verified data,生没年確認,○,○,○,○,○,○
nakano_munetoki,中野宗時,Nakano Munetoki,date,,,未確認,未確認,?,?,?,?,?,?
hojo_ujinao,北条氏直,Hojo Ujinao,hojo,1562,1591,Wikidata / verified data,生没年確認,×,×,×,×,○,○
hojo_ujinori,北条氏規,Hojo Ujinori,hojo,1545,1600,Wikidata / verified data,生没年確認,×,○,○,○,○,○
hojo_ujitada,北条氏忠,Hojo Ujitada,hojo,1550,1593,Wikidata / verified data,生没年確認,×,×,○,○,○,○
kasahara_yasumori,笠原康盛,Kasahara Yasumori,hojo,,,未確認,未確認,?,?,?,?,?,?
tominaga_naokatsu,富永直勝,Tominaga Naokatsu,hojo,1509,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
narita_ujinaga,成田氏長,Narita Ujinaga,hojo,1542,1596,Wikidata / verified data,生没年確認,×,○,○,○,○,○
ueda_tomonao,上田朝直,Ueda Tomonao,hojo,1494,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
matsuda_yasunaga,松田康長,Matsuda Yasunaga,hojo,1550,1590,Wikidata / verified data,生没年確認,×,×,○,○,○,○
itabeoka_kosetsusai,板部岡江雪斎,Itabeoka Kosetsusai,hojo,1537,1609,Wikidata / verified data,生没年確認,○,○,○,○,○,○
toyama_tsunakage,遠山綱景,Toyama Tsunakage,hojo,1513,1564,Wikidata / verified data,生没年確認,○,○,×,×,×,×
takeda_nobukado,武田信廉,Takeda Nobukado,takeda,1528,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
ichijo_nobutatsu,一条信龍,Ichijo Nobutatsu,takeda,1539,1582,Wikidata / verified data,生没年確認,×,○,○,○,○,○
itagaki_nobukata,板垣信方,Itagaki Nobukata,takeda,1489,1548,Wikidata / verified data,生没年確認,×,×,×,×,×,×
amari_torayasu,甘利虎泰,Amari Torayasu,takeda,1498,1548,Wikidata / verified data,生没年確認,×,×,×,×,×,×
tsuchiya_masatsugu,土屋昌続,Tsuchiya Masatsugu,takeda,1544,1575,Wikidata / verified data,生没年確認,×,○,○,○,×,×
akiyama_nobutomo,秋山信友,Akiyama Nobutomo,takeda,,,未確認,未確認,?,?,?,?,?,?
hajikano_masatsugu,跡部勝資,Hajikano Masatsugu,takeda,,1582,Wikidata / verified data,一部確認,?,?,?,?,?,?
sanada_nobutsuna,真田信綱,Sanada Nobutsuna,takeda,1537,1575,Wikidata / verified data,生没年確認,○,○,○,○,×,×
sanada_masateru,真田昌輝,Sanada Masateru,takeda,1543,1575,Wikidata / verified data,生没年確認,×,○,○,○,×,×
yokota_takatoshi,横田高松,Yokota Takatoshi,takeda,1487,1550,Wikidata / verified data,生没年確認,○,×,×,×,×,×
naoe_nobutsuna,直江信綱,Naoe Nobutsuna,uesugi,,1581,Wikidata / verified data,一部確認,?,?,?,?,?,×
kitajo_takahiro,北条高広,Kitajo Takahiro,uesugi,1517,1590,Wikidata / verified data,生没年確認,○,○,○,○,○,○
yoshie_munenobu,吉江宗信,Yoshie Munenobu,uesugi,1505,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
yasuda_nagahide,安田長秀,Yasuda Nagahide,uesugi,1517,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
suibara_chikanori,水原親憲,Suibara Chikanori,uesugi,1546,1616,Wikidata / verified data,生没年確認,×,○,○,○,○,○
takenomata_yoshitsuna,竹俣慶綱,Takenomata Yoshitsuna,uesugi,1524,1582,Wikidata / verified data,生没年確認,○,○,○,○,○,○
chujo_fujisuke,中条藤資,Chujo Fujisuke,uesugi,1480,1568,Wikidata / verified data,生没年確認,○,○,○,×,×,×
honjo_hidetsuna,本庄秀綱,Honjo Hidetsuna,uesugi,,,未確認,未確認,?,?,?,?,?,?
irobe_nagazane,色部長実,Irobe Nagazane,uesugi,1553,1592,Wikidata / verified data,生没年確認,×,×,○,○,○,○
kanamari_chikatsuna,金丸親綱,Kanamari Chikatsuna,uesugi,,,未確認,未確認,?,?,?,?,?,?
oda_nobutada,織田信忠,Oda Nobutada,oda,1557,1582,Wikidata / verified data,生没年確認,×,×,×,○,○,○
oda_nobukatsu,織田信雄,Oda Nobukatsu,oda,1558,1630,Wikidata / verified data,生没年確認,×,×,×,○,○,○
oda_nobutaka,織田信孝,Oda Nobutaka,oda,1558,1583,Wikidata / verified data,生没年確認,×,×,×,○,○,○
